reference_driver_code,comparison_driver_code,team,year,race_name,session_name,session_kind,matched_gap_median_s,matched_gap_se_s,n_matched_pairs,weather_bucket,skip_reason
ALB,LAT,Williams,2022,Bahrain Grand Prix,Race,race,0.1265,0.4606580464637209,24,dry,
ALO,OCO,Alpine,2022,Bahrain Grand Prix,Race,race,-0.3190000000000026,0.1099840350776948,29,dry,
BOT,ZHO,Alfa Romeo,2022,Bahrain Grand Prix,Race,race,0.0870000000000033,0.0683127741429888,37,dry,
GAS,TSU,AlphaTauri,2022,Bahrain Grand Prix,Race,race,0.2240000000000037,0.0837903854848483,19,dry,
HAM,RUS,Mercedes,2022,Bahrain Grand Prix,Race,race,0.198999999999998,0.1057644145040087,35,dry,
HUL,STR,Aston Martin,2022,Bahrain Grand Prix,Race,race,-0.1809999999999973,0.1116769991365116,35,dry,
LEC,SAI,Ferrari,2022,Bahrain Grand Prix,Race,race,0.386499999999998,0.0794999387925411,34,dry,
MAG,MSC,Haas F1 Team,2022,Bahrain Grand Prix,Race,race,1.2890000000000017,0.8854420197767826,27,dry,
NOR,RIC,McLaren,2022,Bahrain Grand Prix,Race,race,0.1949999999999931,0.190963400325859,24,dry,
PER,VER,Red Bull Racing,2022,Bahrain Grand Prix,Race,race,-0.4140000000000015,0.181792017684203,35,dry,
ALO,OCO,Alpine,2022,Bahrain Grand Prix,Qualifying,qualifying,0.3209999999999979,0.1501248515971535,3,dry,
BOT,ZHO,Alfa Romeo,2022,Bahrain Grand Prix,Qualifying,qualifying,0.7685000000000031,0.3681917893183862,4,dry,
HAM,RUS,Mercedes,2022,Bahrain Grand Prix,Qualifying,qualifying,0.1684999999999945,0.2415614217963,4,dry,
LEC,SAI,Ferrari,2022,Bahrain Grand Prix,Qualifying,qualifying,0.0685000000000002,0.141893796549565,4,dry,
MAG,MSC,Haas F1 Team,2022,Bahrain Grand Prix,Qualifying,qualifying,0.4249999999999971,0.0819853972446426,3,dry,
NOR,RIC,McLaren,2022,Bahrain Grand Prix,Qualifying,qualifying,0.4899999999999949,0.1964957305085911,3,dry,
PER,VER,Red Bull Racing,2022,Bahrain Grand Prix,Qualifying,qualifying,-0.2700000000000102,0.1601788527392493,3,dry,
GAS,TSU,AlphaTauri,2022,Bahrain Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
HUL,STR,Aston Martin,2022,Bahrain Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
ALB,LAT,Williams,2022,Bahrain Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
ALB,LAT,Williams,2022,Saudi Arabian Grand Prix,Race,race,-0.1064999999999969,0.1523947923404266,8,dry,
ALO,OCO,Alpine,2022,Saudi Arabian Grand Prix,Race,race,0.1835000000000022,0.0991111345510278,24,dry,
BOT,ZHO,Alfa Romeo,2022,Saudi Arabian Grand Prix,Race,race,0.3345000000000055,0.1945822176752932,20,dry,
HAM,RUS,Mercedes,2022,Saudi Arabian Grand Prix,Race,race,-1.4350000000000025,0.2346607590178261,21,dry,
HUL,STR,Aston Martin,2022,Saudi Arabian Grand Prix,Race,race,-0.3729999999999904,0.4624560891862341,23,dry,
LEC,SAI,Ferrari,2022,Saudi Arabian Grand Prix,Race,race,0.2510000000000048,0.0735975469354458,29,dry,
NOR,RIC,McLaren,2022,Saudi Arabian Grand Prix,Race,race,1.208999999999989,0.2158715055464852,11,dry,
PER,VER,Red Bull Racing,2022,Saudi Arabian Grand Prix,Race,race,-0.2150000000000034,0.1349481698451101,27,dry,
GAS,TSU,AlphaTauri,2022,Saudi Arabian Grand Prix,Race,race,,,0,,missing_lap_time_data
MAG,MSC,Haas F1 Team,2022,Saudi Arabian Grand Prix,Race,race,,,0,,missing_lap_time_data
ALO,OCO,Alpine,2022,Saudi Arabian Grand Prix,Qualifying,qualifying,0.2535000000000025,0.1319289389735567,4,dry,
BOT,ZHO,Alfa Romeo,2022,Saudi Arabian Grand Prix,Qualifying,qualifying,0.5120000000000005,0.0659833861380775,5,dry,
HAM,RUS,Mercedes,2022,Saudi Arabian Grand Prix,Qualifying,qualifying,-0.8549999999999898,0.5146544474696627,3,dry,
HUL,STR,Aston Martin,2022,Saudi Arabian Grand Prix,Qualifying,qualifying,-0.3810000000000002,0.0634315101544959,3,dry,
LEC,SAI,Ferrari,2022,Saudi Arabian Grand Prix,Qualifying,qualifying,0.0560000000000044,0.1418263579727538,4,dry,
MAG,MSC,Haas F1 Team,2022,Saudi Arabian Grand Prix,Qualifying,qualifying,0.0600000000000022,0.1564131101443414,3,dry,
NOR,RIC,McLaren,2022,Saudi Arabian Grand Prix,Qualifying,qualifying,0.1269999999999953,0.0642900753599602,5,dry,
PER,VER,Red Bull Racing,2022,Saudi Arabian Grand Prix,Qualifying,qualifying,0.2609999999999957,0.2419866194399819,3,dry,
GAS,TSU,AlphaTauri,2022,Saudi Arabian Grand Prix,Qualifying,qualifying,,,0,,missing_lap_time_data
ALB,LAT,Williams,2022,Saudi Arabian Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
ALB,LAT,Williams,2022,Australian Grand Prix,Race,race,-1.1099999999999994,0.3253188352502352,19,dry,
ALO,OCO,Alpine,2022,Australian Grand Prix,Race,race,-1.1169999999999902,0.1619849292876226,23,dry,
BOT,ZHO,Alfa Romeo,2022,Australian Grand Prix,Race,race,0.2249999999999943,0.1844323303497203,38,dry,
GAS,TSU,AlphaTauri,2022,Australian Grand Prix,Race,race,0.2814999999999941,0.1260019567034311,30,dry,
HAM,RUS,Mercedes,2022,Australian Grand Prix,Race,race,0.0159999999999982,0.055426179835536,36,dry,
MAG,MSC,Haas F1 Team,2022,Australian Grand Prix,Race,race,-0.596500000000006,0.4856266245442221,24,dry,
NOR,RIC,McLaren,2022,Australian Grand Prix,Race,race,0.0159999999999911,0.0468246954405829,35,dry,
PER,VER,Red Bull Racing,2022,Australian Grand Prix,Race,race,-0.1120000000000089,0.1678191926819802,21,dry,
STR,VET,Aston Martin,2022,Australian Grand Prix,Race,race,0.5430000000000064,0.3601387568148678,15,dry,
LEC,SAI,Ferrari,2022,Australian Grand Prix,Race,race,,,0,,teammate_dnf_no_matched_laps
ALO,OCO,Alpine,2022,Australian Grand Prix,Qualifying,qualifying,0.152000000000001,0.2690475995708497,3,dry,
BOT,ZHO,Alfa Romeo,2022,Australian Grand Prix,Qualifying,qualifying,0.600999999999992,0.2707300244193888,4,dry,
GAS,TSU,AlphaTauri,2022,Australian Grand Prix,Qualifying,qualifying,-0.710000000000008,2.059490686987872,3,dry,
HAM,RUS,Mercedes,2022,Australian Grand Prix,Qualifying,qualifying,-0.1240000000000023,0.9063552178726416,4,dry,
LEC,SAI,Ferrari,2022,Australian Grand Prix,Qualifying,qualifying,0.1330000000000097,0.6773377634214403,3,dry,
MAG,MSC,Haas F1 Team,2022,Australian Grand Prix,Qualifying,qualifying,-0.1380000000000052,0.0439266425865787,4,dry,
NOR,RIC,McLaren,2022,Australian Grand Prix,Qualifying,qualifying,-0.0600000000000022,0.5697402754461569,3,dry,
PER,VER,Red Bull Racing,2022,Australian Grand Prix,Qualifying,qualifying,0.0010000000000047,0.6900761731292542,3,dry,
STR,VET,Aston Martin,2022,Australian Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
ALB,LAT,Williams,2022,Australian Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
ALB,LAT,Williams,2022,Emilia Romagna Grand Prix,Race,race,-0.2600000000000051,0.1164365288741321,43,dry,
BOT,ZHO,Alfa Romeo,2022,Emilia Romagna Grand Prix,Race,race,0.8539999999999992,0.1277057416581286,45,dry,
GAS,TSU,AlphaTauri,2022,Emilia Romagna Grand Prix,Race,race,-0.7590000000000003,0.0751772107224791,45,dry,
HAM,RUS,Mercedes,2022,Emilia Romagna Grand Prix,Race,race,-0.6350000000000051,0.0868329845447844,46,dry,
MAG,MSC,Haas F1 Team,2022,Emilia Romagna Grand Prix,Race,race,0.108000000000004,0.1507156963329368,35,dry,
NOR,RIC,McLaren,2022,Emilia Romagna Grand Prix,Race,race,1.950499999999998,0.372552118476035,14,dry,
PER,VER,Red Bull Racing,2022,Emilia Romagna Grand Prix,Race,race,-0.4144999999999896,0.0973763134657181,44,dry,
STR,VET,Aston Martin,2022,Emilia Romagna Grand Prix,Race,race,-0.1940000000000026,0.0666645364224211,43,dry,
ALO,OCO,Alpine,2022,Emilia Romagna Grand Prix,Race,race,,,0,,insufficient_matched_pairs
LEC,SAI,Ferrari,2022,Emilia Romagna Grand Prix,Race,race,,,0,,missing_lap_time_data
BOT,ZHO,Alfa Romeo,2022,Emilia Romagna Grand Prix,Qualifying,qualifying,-0.073999999999998,0.8382577975534504,4,dry,
GAS,TSU,AlphaTauri,2022,Emilia Romagna Grand Prix,Qualifying,qualifying,-0.4230000000000018,0.4089624978841867,3,dry,
HAM,RUS,Mercedes,2022,Emilia Romagna Grand Prix,Qualifying,qualifying,-0.3389999999999986,0.1381929921453242,5,dry,
LEC,SAI,Ferrari,2022,Emilia Romagna Grand Prix,Qualifying,qualifying,-1.2849999999999966,1.0399410170533432,3,dry,
MAG,MSC,Haas F1 Team,2022,Emilia Romagna Grand Prix,Qualifying,qualifying,-0.3150000000000048,0.6938564399054008,4,dry,
NOR,RIC,McLaren,2022,Emilia Romagna Grand Prix,Qualifying,qualifying,0.737000000000009,0.3629716133750873,3,dry,
PER,VER,Red Bull Racing,2022,Emilia Romagna Grand Prix,Qualifying,qualifying,-1.2019999999999982,0.5646904744751424,4,dry,
STR,VET,Aston Martin,2022,Emilia Romagna Grand Prix,Qualifying,qualifying,-0.8509999999999991,0.2409860035871905,3,dry,
ALO,OCO,Alpine,2022,Emilia Romagna Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
ALB,LAT,Williams,2022,Emilia Romagna Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
ALB,LAT,Williams,2022,Miami Grand Prix,Race,race,2.0400000000000063,0.2136039556020647,23,dry,
ALO,OCO,Alpine,2022,Miami Grand Prix,Race,race,0.9624999999999986,0.1067661739264576,20,dry,
GAS,TSU,AlphaTauri,2022,Miami Grand Prix,Race,race,0.654999999999994,0.1077786816360959,24,dry,
HAM,RUS,Mercedes,2022,Miami Grand Prix,Race,race,1.3540000000000063,0.427749590006525,24,dry,
LEC,SAI,Ferrari,2022,Miami Grand Prix,Race,race,0.2349999999999994,0.0763068504095121,35,dry,
MAG,MSC,Haas F1 Team,2022,Miami Grand Prix,Race,race,0.1340000000000003,0.1485909326178969,25,dry,
NOR,RIC,McLaren,2022,Miami Grand Prix,Race,race,-0.0180000000000006,0.1660094489393196,21,dry,
PER,VER,Red Bull Racing,2022,Miami Grand Prix,Race,race,-0.5375000000000014,0.0738829634170369,32,dry,
STR,VET,Aston Martin,2022,Miami Grand Prix,Race,race,-0.041000000000011,0.1355819913424228,35,dry,
BOT,ZHO,Alfa Romeo,2022,Miami Grand Prix,Race,race,,,0,,insufficient_matched_pairs
ALB,LAT,Williams,2022,Miami Grand Prix,Qualifying,qualifying,0.1609999999999942,0.1490743803168956,4,dry,
GAS,TSU,AlphaTauri,2022,Miami Grand Prix,Qualifying,qualifying,-0.0664999999999977,0.2008234467249885,4,dry,
HAM,RUS,Mercedes,2022,Miami Grand Prix,Qualifying,qualifying,0.3760000000000048,0.5081643302934411,3,dry,
LEC,SAI,Ferrari,2022,Miami Grand Prix,Qualifying,qualifying,0.1029999999999944,0.2893944809591433,4,dry,
MAG,MSC,Haas F1 Team,2022,Miami Grand Prix,Qualifying,qualifying,-0.671999999999997,0.4847255162926142,3,dry,
NOR,RIC,McLaren,2022,Miami Grand Prix,Qualifying,qualifying,0.2490000000000023,0.3651672699723486,4,dry,
PER,VER,Red Bull Racing,2022,Miami Grand Prix,Qualifying,qualifying,-0.4890000000000043,0.0323907434348211,4,dry,
STR,VET,Aston Martin,2022,Miami Grand Prix,Qualifying,qualifying,0.2360000000000042,0.0474922000760976,5,dry,
BOT,ZHO,Alfa Romeo,2022,Miami Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
ALO,OCO,Alpine,2022,Miami Grand Prix,Qualifying,qualifying,,,0,,missing_lap_time_data
ALB,LAT,Williams,2022,Spanish Grand Prix,Race,race,-0.6255000000000024,0.1822373721758707,38,dry,
ALO,OCO,Alpine,2022,Spanish Grand Prix,Race,race,-0.3250000000000028,0.1043955616359684,42,dry,
BOT,ZHO,Alfa Romeo,2022,Spanish Grand Prix,Race,race,1.4710000000000036,0.047051581507133,21,dry,
GAS,TSU,AlphaTauri,2022,Spanish Grand Prix,Race,race,-0.2235000000000013,0.0876068317811163,44,dry,
HAM,RUS,Mercedes,2022,Spanish Grand Prix,Race,race,0.9890000000000044,0.1902130645590064,39,dry,
LEC,SAI,Ferrari,2022,Spanish Grand Prix,Race,race,-0.0405000000000015,0.6905229993879138,18,dry,
MAG,MSC,Haas F1 Team,2022,Spanish Grand Prix,Race,race,-0.9135000000000062,0.2185132917614571,22,dry,
NOR,RIC,McLaren,2022,Spanish Grand Prix,Race,race,0.3000000000000113,0.3508046999021995,45,dry,
PER,VER,Red Bull Racing,2022,Spanish Grand Prix,Race,race,-0.284000000000006,0.1259548616694804,51,dry,
STR,VET,Aston Martin,2022,Spanish Grand Prix,Race,race,-0.1029999999999944,0.1921350268028294,38,dry,
BOT,ZHO,Alfa Romeo,2022,Spanish Grand Prix,Qualifying,qualifying,0.6669999999999945,0.1616211046784344,4,dry,
GAS,TSU,AlphaTauri,2022,Spanish Grand Prix,Qualifying,qualifying,-0.2220000000000084,0.1943440481338262,5,dry,
HAM,RUS,Mercedes,2022,Spanish Grand Prix,Qualifying,qualifying,-0.1189999999999997,0.1023265298674503,3,dry,
LEC,SAI,Ferrari,2022,Spanish Grand Prix,Qualifying,qualifying,0.4170000000000016,0.233939547952239,3,dry,
MAG,MSC,Haas F1 Team,2022,Spanish Grand Prix,Qualifying,qualifying,0.5539999999999949,0.1993317181807042,4,dry,
NOR,RIC,McLaren,2022,Spanish Grand Prix,Qualifying,qualifying,0.295499999999997,0.7506251715016212,4,dry,
PER,VER,Red Bull Racing,2022,Spanish Grand Prix,Qualifying,qualifying,-0.4130000000000109,0.4457679903775597,3,dry,
ALO,OCO,Alpine,2022,Spanish Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
STR,VET,Aston Martin,2022,Spanish Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
ALB,LAT,Williams,2022,Spanish Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
ALB,LAT,Williams,2022,Monaco Grand Prix,Race,race,1.3249999999999886,1.290685574326986,9,dry,
ALO,OCO,Alpine,2022,Monaco Grand Prix,Race,race,0.0060000000000002,0.0871685194883431,29,dry,
ALO,OCO,Alpine,2022,Monaco Grand Prix,Race,race,0.3459999999999965,0.3892857401925604,12,wet,
BOT,ZHO,Alfa Romeo,2022,Monaco Grand Prix,Race,race,1.3740000000000023,0.2004365760552932,12,wet,
HAM,RUS,Mercedes,2022,Monaco Grand Prix,Race,race,-1.2389999999999972,0.3884963743725955,28,dry,
HAM,RUS,Mercedes,2022,Monaco Grand Prix,Race,race,-0.0574999999999974,0.4797068630929692,8,wet,
LEC,SAI,Ferrari,2022,Monaco Grand Prix,Race,race,0.1414999999999935,0.1482801594936066,28,dry,
LEC,SAI,Ferrari,2022,Monaco Grand Prix,Race,race,0.1720000000000112,0.2259355101212171,11,wet,
NOR,RIC,McLaren,2022,Monaco Grand Prix,Race,race,2.358000000000004,0.3282620745465209,17,dry,
NOR,RIC,McLaren,2022,Monaco Grand Prix,Race,race,2.926000000000002,0.7508631565277591,9,wet,
PER,VER,Red Bull Racing,2022,Monaco Grand Prix,Race,race,0.0584999999999951,0.0750210518319233,28,dry,
PER,VER,Red Bull Racing,2022,Monaco Grand Prix,Race,race,0.0969999999999942,0.2049555324485808,11,wet,
GAS,TSU,AlphaTauri,2022,Monaco Grand Prix,Race,race,,,0,,insufficient_matched_pairs
STR,VET,Aston Martin,2022,Monaco Grand Prix,Race,race,,,0,,insufficient_matched_pairs
MAG,MSC,Haas F1 Team,2022,Monaco Grand Prix,Race,race,,,0,,insufficient_matched_pairs
ALB,LAT,Williams,2022,Monaco Grand Prix,Qualifying,qualifying,0.8400000000000034,0.2452853614722073,5,dry,
ALO,OCO,Alpine,2022,Monaco Grand Prix,Qualifying,qualifying,0.3340000000000032,0.624370721525201,5,dry,
HAM,RUS,Mercedes,2022,Monaco Grand Prix,Qualifying,qualifying,0.4080000000000012,0.4786769637611973,5,dry,
LEC,SAI,Ferrari,2022,Monaco Grand Prix,Qualifying,qualifying,-0.170499999999997,0.4942851450755832,4,dry,
MAG,MSC,Haas F1 Team,2022,Monaco Grand Prix,Qualifying,qualifying,-0.0640000000000071,0.5363493550566342,3,dry,
NOR,RIC,McLaren,2022,Monaco Grand Prix,Qualifying,qualifying,0.6979999999999933,0.4672634094949583,3,dry,
PER,VER,Red Bull Racing,2022,Monaco Grand Prix,Qualifying,qualifying,0.3990000000000009,0.1827996449372631,3,dry,
STR,VET,Aston Martin,2022,Monaco Grand Prix,Qualifying,qualifying,0.1689999999999969,0.8434887083061853,4,dry,
BOT,ZHO,Alfa Romeo,2022,Monaco Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
GAS,TSU,AlphaTauri,2022,Monaco Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
ALB,LAT,Williams,2022,Azerbaijan Grand Prix,Race,race,0.349499999999999,0.290996056094258,18,dry,
ALO,OCO,Alpine,2022,Azerbaijan Grand Prix,Race,race,1.5289999999999964,0.9129293695954096,29,dry,
BOT,ZHO,Alfa Romeo,2022,Azerbaijan Grand Prix,Race,race,0.0319999999999964,1.2080671350557493,11,dry,
GAS,TSU,AlphaTauri,2022,Azerbaijan Grand Prix,Race,race,0.3140000000000071,0.0793643602423483,23,dry,
HAM,RUS,Mercedes,2022,Azerbaijan Grand Prix,Race,race,-0.5529999999999973,0.1404777667780887,37,dry,
MAG,MSC,Haas F1 Team,2022,Azerbaijan Grand Prix,Race,race,-1.3640000000000043,0.4905850458771033,21,dry,
NOR,RIC,McLaren,2022,Azerbaijan Grand Prix,Race,race,1.378,1.1935590265776228,29,dry,
PER,VER,Red Bull Racing,2022,Azerbaijan Grand Prix,Race,race,-0.3049999999999997,0.109663132347869,36,dry,
STR,VET,Aston Martin,2022,Azerbaijan Grand Prix,Race,race,-1.4510000000000076,0.2649058553754749,23,dry,
LEC,SAI,Ferrari,2022,Azerbaijan Grand Prix,Race,race,,,0,,insufficient_matched_pairs
GAS,TSU,AlphaTauri,2022,Azerbaijan Grand Prix,Qualifying,qualifying,0.2469999999999999,0.3042387859525413,3,dry,
HAM,RUS,Mercedes,2022,Azerbaijan Grand Prix,Qualifying,qualifying,-0.2120000000000033,0.0935050751461039,3,dry,
LEC,SAI,Ferrari,2022,Azerbaijan Grand Prix,Qualifying,qualifying,-0.0470000000000112,2.036077590038426,3,dry,
PER,VER,Red Bull Racing,2022,Azerbaijan Grand Prix,Qualifying,qualifying,0.0490000000000065,0.0384678879378917,3,dry,
BOT,ZHO,Alfa Romeo,2022,Azerbaijan Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
ALO,OCO,Alpine,2022,Azerbaijan Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
STR,VET,Aston Martin,2022,Azerbaijan Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
MAG,MSC,Haas F1 Team,2022,Azerbaijan Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
NOR,RIC,McLaren,2022,Azerbaijan Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
ALB,LAT,Williams,2022,Azerbaijan Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
ALB,LAT,Williams,2022,Canadian Grand Prix,Race,race,0.7930000000000064,0.101452275677978,29,dry,
ALO,OCO,Alpine,2022,Canadian Grand Prix,Race,race,0.0450000000000017,0.0569876476351042,43,dry,
BOT,ZHO,Alfa Romeo,2022,Canadian Grand Prix,Race,race,0.1565000000000012,0.3983693612035156,24,dry,
GAS,TSU,AlphaTauri,2022,Canadian Grand Prix,Race,race,0.0770000000000123,0.1085838127687324,29,dry,
HAM,RUS,Mercedes,2022,Canadian Grand Prix,Race,race,0.0279999999999986,0.0800611968371019,36,dry,
LEC,SAI,Ferrari,2022,Canadian Grand Prix,Race,race,-1.4235000000000042,0.4787392385090648,20,dry,
NOR,RIC,McLaren,2022,Canadian Grand Prix,Race,race,-0.5685000000000002,0.1156604517536116,30,dry,
STR,VET,Aston Martin,2022,Canadian Grand Prix,Race,race,-0.7459999999999951,0.1190641586440821,28,dry,
MAG,MSC,Haas F1 Team,2022,Canadian Grand Prix,Race,race,,,0,,insufficient_matched_pairs
PER,VER,Red Bull Racing,2022,Canadian Grand Prix,Race,race,,,0,,insufficient_matched_pairs
ALB,LAT,Williams,2022,Canadian Grand Prix,Qualifying,qualifying,0.642000000000003,1.015712163200515,4,wet,
ALO,OCO,Alpine,2022,Canadian Grand Prix,Qualifying,qualifying,0.8789999999999907,0.6509863226614657,3,dry,
BOT,ZHO,Alfa Romeo,2022,Canadian Grand Prix,Qualifying,qualifying,-1.9349999999999952,0.5472756247316561,4,dry,
HAM,RUS,Mercedes,2022,Canadian Grand Prix,Qualifying,qualifying,-0.6514999999999986,0.4355814051130128,4,dry,
LEC,SAI,Ferrari,2022,Canadian Grand Prix,Qualifying,qualifying,-1.9169999999999945,1.266000755886389,4,wet,
MAG,MSC,Haas F1 Team,2022,Canadian Grand Prix,Qualifying,qualifying,-0.5799999999999983,0.1543103219699374,5,dry,
NOR,RIC,McLaren,2022,Canadian Grand Prix,Qualifying,qualifying,0.2910000000000039,1.5941873975899556,6,wet,
PER,VER,Red Bull Racing,2022,Canadian Grand Prix,Qualifying,qualifying,-1.554000000000002,0.6894397628405151,7,wet,
STR,VET,Aston Martin,2022,Canadian Grand Prix,Qualifying,qualifying,-0.9429999999999978,1.3305106647223577,5,wet,
GAS,TSU,AlphaTauri,2022,Canadian Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
ALO,OCO,Alpine,2022,British Grand Prix,Race,race,3.4470000000000027,0.5390890482814289,9,dry,
GAS,TSU,AlphaTauri,2022,British Grand Prix,Race,race,0.5359999999999872,0.2356554952285874,15,dry,
LEC,SAI,Ferrari,2022,British Grand Prix,Race,race,0.2155000000000058,0.0837749187690713,26,dry,
MAG,MSC,Haas F1 Team,2022,British Grand Prix,Race,race,-0.0784999999999982,0.0908915758118077,14,dry,
NOR,RIC,McLaren,2022,British Grand Prix,Race,race,1.1289999999999978,0.1743089553915105,24,dry,
PER,VER,Red Bull Racing,2022,British Grand Prix,Race,race,0.882000000000005,0.5212971371964821,13,dry,
STR,VET,Aston Martin,2022,British Grand Prix,Race,race,-0.7534999999999954,0.2063157973010438,14,dry,
BOT,ZHO,Alfa Romeo,2022,British Grand Prix,Race,race,,,0,,missing_lap_time_data
HAM,RUS,Mercedes,2022,British Grand Prix,Race,race,,,0,,missing_lap_time_data
ALB,LAT,Williams,2022,British Grand Prix,Race,race,,,0,,missing_lap_time_data
ALB,LAT,Williams,2022,British Grand Prix,Qualifying,qualifying,,,2,dry,insufficient_matched_pairs
ALB,LAT,Williams,2022,British Grand Prix,Qualifying,qualifying,,,1,wet,insufficient_matched_pairs
ALO,OCO,Alpine,2022,British Grand Prix,Qualifying,qualifying,0.8380000000000081,0.2603828075170321,3,dry,
ALO,OCO,Alpine,2022,British Grand Prix,Qualifying,qualifying,,,2,wet,insufficient_matched_pairs
BOT,ZHO,Alfa Romeo,2022,British Grand Prix,Qualifying,qualifying,-0.8689999999999998,0.8820946931019333,5,wet,
GAS,TSU,AlphaTauri,2022,British Grand Prix,Qualifying,qualifying,,,2,dry,insufficient_matched_pairs
GAS,TSU,AlphaTauri,2022,British Grand Prix,Qualifying,qualifying,0.0740000000000051,0.5981714013427812,4,wet,
HAM,RUS,Mercedes,2022,British Grand Prix,Qualifying,qualifying,0.5289999999999964,0.6986168295034595,4,wet,
LEC,SAI,Ferrari,2022,British Grand Prix,Qualifying,qualifying,1.0499999999999972,2.279812242717818,4,wet,
MAG,MSC,Haas F1 Team,2022,British Grand Prix,Qualifying,qualifying,0.9939999999999998,0.4026497605185493,3,dry,
MAG,MSC,Haas F1 Team,2022,British Grand Prix,Qualifying,qualifying,,,2,wet,insufficient_matched_pairs
NOR,RIC,McLaren,2022,British Grand Prix,Qualifying,qualifying,-0.7639999999999958,1.574934207946276,3,wet,
PER,VER,Red Bull Racing,2022,British Grand Prix,Qualifying,qualifying,-1.4200000000000017,0.7863480997051561,4,wet,
STR,VET,Aston Martin,2022,British Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
ALB,LAT,Williams,2022,Austrian Grand Prix,Race,race,0.5139999999999958,0.1092182788567775,35,dry,
ALO,OCO,Alpine,2022,Austrian Grand Prix,Race,race,-0.5304999999999964,0.3507995448681191,30,dry,
BOT,ZHO,Alfa Romeo,2022,Austrian Grand Prix,Race,race,0.5660000000000025,0.1591532012416506,23,dry,
GAS,TSU,AlphaTauri,2022,Austrian Grand Prix,Race,race,0.0959999999999965,0.1147254848578799,32,dry,
HAM,RUS,Mercedes,2022,Austrian Grand Prix,Race,race,0.6659999999999968,0.1471584734914058,27,dry,
LEC,SAI,Ferrari,2022,Austrian Grand Prix,Race,race,0.1659999999999968,0.0450071151643302,39,dry,
MAG,MSC,Haas F1 Team,2022,Austrian Grand Prix,Race,race,-0.0780000000000029,0.0483989921117941,45,dry,
NOR,RIC,McLaren,2022,Austrian Grand Prix,Race,race,0.2304999999999992,0.0541304872104951,42,dry,
PER,VER,Red Bull Racing,2022,Austrian Grand Prix,Race,race,-2.271000000000001,0.1900269058342571,17,dry,
STR,VET,Aston Martin,2022,Austrian Grand Prix,Race,race,-0.2810000000000059,0.1774928782820325,32,dry,
ALB,LAT,Williams,2022,Austrian Grand Prix,Qualifying,qualifying,0.597999999999999,0.2316087246031821,3,dry,
ALO,OCO,Alpine,2022,Austrian Grand Prix,Qualifying,qualifying,-0.073999999999998,0.266339015937228,4,dry,
BOT,ZHO,Alfa Romeo,2022,Austrian Grand Prix,Qualifying,qualifying,0.4590000000000032,0.2232037745222105,3,dry,
GAS,TSU,AlphaTauri,2022,Austrian Grand Prix,Qualifying,qualifying,-0.0129999999999981,0.0707768620610105,6,dry,
HAM,RUS,Mercedes,2022,Austrian Grand Prix,Qualifying,qualifying,0.2330000000000041,0.0654883853260427,3,dry,
LEC,SAI,Ferrari,2022,Austrian Grand Prix,Qualifying,qualifying,0.1329999999999955,0.123491220032741,6,dry,
MAG,MSC,Haas F1 Team,2022,Austrian Grand Prix,Qualifying,qualifying,0.1849999999999951,0.079828490521236,4,dry,
NOR,RIC,McLaren,2022,Austrian Grand Prix,Qualifying,qualifying,0.1570000000000107,0.1375889669407565,3,dry,
PER,VER,Red Bull Racing,2022,Austrian Grand Prix,Qualifying,qualifying,-0.7055000000000007,0.1802014894126481,4,dry,
STR,VET,Aston Martin,2022,Austrian Grand Prix,Qualifying,qualifying,0.0775000000000005,0.1433723253680131,4,dry,
ALB,LAT,Williams,2022,French Grand Prix,Race,race,0.1460000000000008,0.0901515690665169,28,dry,
ALO,OCO,Alpine,2022,French Grand Prix,Race,race,0.3569999999999993,0.0577057073404328,42,dry,
BOT,ZHO,Alfa Romeo,2022,French Grand Prix,Race,race,-0.5350000000000037,0.3339212131935033,22,dry,
GAS,TSU,AlphaTauri,2022,French Grand Prix,Race,race,1.0560000000000045,0.2283925360432576,8,dry,
