check_id,year,race_name,faster_driver,slower_driver,pair_present,target_weather_bucket,common_segments,valid_common_segments,chosen_segments,current_construct_n_pairs,current_construct_delta_s,highest_common_segment,highest_common_best_delta_s,any_valid_best_delta_s,phase5_row_present,phase5_delta_s,phase5_n_matched_pairs,phase5_skip_reason
albon_sargeant_quali_2024,2024,Monaco Grand Prix,ALB,SAR,True,dry,['Q1'],['Q1'],['Q1'],4,-0.018499999999995964,Q1,0.39699999999999136,1.0720000000000027,True,-0.0184999999999959,4,
verstappen_perez_quali_2024,2024,Canadian Grand Prix,VER,PER,True,dry,['Q1'],['Q1'],['Q1'],2,,Q1,0.965999999999994,1.3259999999999934,False,,0,
russell_hamilton_quali_2024,2024,Canadian Grand Prix,RUS,HAM,True,dry,"['Q1', 'Q2', 'Q3']","['Q1', 'Q2', 'Q3']","['Q3', 'Q2']",4,0.2560000000000002,Q3,0.28000000000000114,0.23699999999999477,True,0.2560000000000002,4,
albon_sargeant_quali_2024,2024,Canadian Grand Prix,ALB,SAR,True,dry,"['Q1', 'Q2']","['Q1', 'Q2']",['Q2'],3,0.2510000000000048,Q2,0.2510000000000048,0.2510000000000048,True,0.2510000000000048,3,
verstappen_perez_quali_2024,2024,Spanish Grand Prix,VER,PER,True,dry,"['Q1', 'Q2', 'Q3']","['Q1', 'Q2', 'Q3']","['Q3', 'Q2', 'Q1']",3,0.784000000000006,Q3,0.38800000000000523,0.40099999999999625,True,0.784000000000006,3,
russell_hamilton_quali_2024,2024,Spanish Grand Prix,RUS,HAM,True,dry,"['Q1', 'Q2', 'Q3']","['Q1', 'Q2', 'Q3']","['Q3', 'Q2']",4,-0.011000000000002785,Q3,-0.0020000000000095497,-0.0020000000000095497,True,-0.0110000000000027,4,
albon_sargeant_quali_2024,2024,Spanish Grand Prix,ALB,SAR,True,dry,['Q1'],['Q1'],['Q1'],2,,Q1,0.35599999999999454,0.35599999999999454,False,,0,
verstappen_perez_quali_2024,2024,Austrian Grand Prix,VER,PER,True,dry,"['Q1', 'Q2', 'Q3']","['Q1', 'Q2', 'Q3']","['Q3', 'Q2']",4,0.7815000000000083,Q3,0.8880000000000052,0.8300000000000125,True,0.7815000000000083,4,
russell_hamilton_quali_2024,2024,Austrian Grand Prix,RUS,HAM,True,dry,"['Q1', 'Q2', 'Q3']","['Q1', 'Q2', 'Q3']","['Q3', 'Q2']",4,0.1110000000000042,Q3,0.06300000000000239,0.06300000000000239,True,0.1110000000000042,4,
albon_sargeant_quali_2024,2024,Austrian Grand Prix,ALB,SAR,True,dry,['Q1'],['Q1'],['Q1'],3,0.28300000000000125,Q1,0.11999999999999034,0.11999999999999034,True,0.2830000000000012,3,
verstappen_perez_quali_2024,2024,British Grand Prix,VER,PER,True,dry,['Q1'],[],[],0,,,,,False,,0,
russell_hamilton_quali_2024,2024,British Grand Prix,RUS,HAM,True,dry,"['Q1', 'Q2', 'Q3']","['Q1', 'Q2', 'Q3']","['Q3', 'Q2']",5,0.003999999999990678,Q3,0.17099999999999227,0.17099999999999227,True,0.0039999999999906,5,
albon_sargeant_quali_2024,2024,British Grand Prix,ALB,SAR,True,dry,"['Q1', 'Q2', 'Q3']","['Q1', 'Q2']",['Q2'],3,0.409000000000006,Q2,0.24199999999999022,0.5349999999999966,True,0.409000000000006,3,
verstappen_perez_quali_2024,2024,Hungarian Grand Prix,VER,PER,True,dry,['Q1'],[],['Q1'],0,,,,,False,,0,
russell_hamilton_quali_2024,2024,Hungarian Grand Prix,RUS,HAM,True,dry,['Q1'],[],['Q1'],0,,,,,False,,0,
albon_sargeant_quali_2024,2024,Hungarian Grand Prix,ALB,SAR,True,dry,"['Q1', 'Q2']",['Q2'],"['Q2', 'Q1']",1,,Q2,0.11400000000000432,0.11400000000000432,True,,1,insufficient_matched_pairs
verstappen_perez_quali_2024,2024,Belgian Grand Prix,VER,PER,True,dry,"['Q1', 'Q2', 'Q3']",['Q1'],"['Q3', 'Q2', 'Q1']",2,,Q1,0.2009999999999934,0.2009999999999934,True,,2,insufficient_matched_pairs
russell_hamilton_quali_2024,2024,Belgian Grand Prix,RUS,HAM,True,dry,"['Q1', 'Q2', 'Q3']",['Q1'],"['Q3', 'Q2']",0,,Q1,0.33899999999999864,0.7059999999999889,False,,0,
albon_sargeant_quali_2024,2024,Belgian Grand Prix,ALB,SAR,True,dry,['Q1'],['Q1'],['Q1'],3,1.0859999999999985,Q1,1.5080000000000098,2.5060000000000002,True,1.0859999999999983,3,
verstappen_perez_quali_2024,2024,Dutch Grand Prix,VER,PER,True,dry,"['Q1', 'Q2', 'Q3']","['Q1', 'Q2', 'Q3']","['Q3', 'Q2', 'Q1']",3,0.28899999999998727,Q3,0.38700000000000045,0.38700000000000045,True,0.2889999999999872,3,
russell_hamilton_quali_2024,2024,Dutch Grand Prix,RUS,HAM,True,dry,"['Q1', 'Q2', 'Q3']","['Q1', 'Q2']","['Q2', 'Q1']",3,-0.23199999999999932,Q2,0.3959999999999866,0.7039999999999935,True,-0.2319999999999993,3,
albon_sargeant_quali_2024,2024,Dutch Grand Prix,ALB,SAR,False,dry,[],[],[],0,,,,,False,,0,
verstappen_perez_quali_2024,2024,Italian Grand Prix,VER,PER,True,dry,"['Q1', 'Q2', 'Q3']","['Q1', 'Q2', 'Q3']","['Q3', 'Q2']",3,0.5280000000000058,Q3,0.03999999999999204,0.3999999999999915,True,0.5280000000000058,3,
