check_id,year,race_name,faster_driver,slower_driver,pair_present,target_weather_bucket,common_segments,valid_common_segments,chosen_segments,current_construct_n_pairs,current_construct_delta_s,highest_common_segment,highest_common_best_delta_s,any_valid_best_delta_s,phase5_row_present,phase5_delta_s,phase5_n_matched_pairs,phase5_skip_reason
russell_hamilton_quali_2024,2024,Italian Grand Prix,RUS,HAM,True,dry,"['Q1', 'Q2', 'Q3']","['Q1', 'Q2', 'Q3']","['Q3', 'Q2']",4,-0.04299999999999926,Q3,0.0730000000000075,0.0730000000000075,True,-0.0429999999999992,4,
albon_sargeant_quali_2024,2024,Italian Grand Prix,ALB,SAR,False,dry,[],[],[],0,,,,,False,,0,
verstappen_perez_quali_2024,2024,Azerbaijan Grand Prix,VER,PER,True,dry,"['Q1', 'Q2', 'Q3']","['Q1', 'Q2', 'Q3']","['Q3', 'Q2']",3,-0.20999999999999375,Q3,-0.20999999999999375,-0.20999999999999375,True,-0.2099999999999937,3,
russell_hamilton_quali_2024,2024,Azerbaijan Grand Prix,RUS,HAM,True,dry,"['Q1', 'Q2', 'Q3']","['Q1', 'Q2', 'Q3']","['Q3', 'Q2']",4,0.4864999999999995,Q3,0.41500000000000625,0.41500000000000625,True,0.4864999999999995,4,
albon_sargeant_quali_2024,2024,Azerbaijan Grand Prix,ALB,SAR,False,dry,[],[],[],0,,,,,False,,0,
verstappen_perez_quali_2024,2024,Singapore Grand Prix,VER,PER,True,dry,"['Q1', 'Q2']","['Q1', 'Q2']","['Q2', 'Q1']",4,0.8219999999999956,Q2,0.8989999999999867,0.8989999999999867,True,0.8219999999999956,4,
russell_hamilton_quali_2024,2024,Singapore Grand Prix,RUS,HAM,True,dry,"['Q1', 'Q2', 'Q3']","['Q1', 'Q2', 'Q3']","['Q3', 'Q2', 'Q1']",4,-0.142000000000003,Q3,-0.02600000000001046,-0.02600000000001046,True,-0.142000000000003,4,
albon_sargeant_quali_2024,2024,Singapore Grand Prix,ALB,SAR,False,dry,[],[],[],0,,,,,False,,0,
verstappen_perez_quali_2024,2024,United States Grand Prix,VER,PER,True,dry,"['Q1', 'Q2', 'Q3']","['Q1', 'Q2', 'Q3']","['Q3', 'Q2']",3,0.43599999999999284,Q3,0.8990000000000009,0.6589999999999918,True,0.4359999999999928,3,
russell_hamilton_quali_2024,2024,United States Grand Prix,RUS,HAM,True,dry,['Q1'],['Q1'],['Q1'],2,,Q1,0.617999999999995,1.1799999999999926,False,,0,
albon_sargeant_quali_2024,2024,United States Grand Prix,ALB,SAR,False,dry,[],[],[],0,,,,,False,,0,
verstappen_perez_quali_2024,2024,Mexico City Grand Prix,VER,PER,True,dry,['Q1'],['Q1'],['Q1'],2,,Q1,0.8080000000000069,1.4399999999999977,False,,0,
russell_hamilton_quali_2024,2024,Mexico City Grand Prix,RUS,HAM,True,dry,"['Q1', 'Q2', 'Q3']","['Q1', 'Q2', 'Q3']","['Q3', 'Q2']",3,0.1419999999999959,Q3,0.2950000000000017,0.2950000000000017,True,0.1419999999999959,3,
albon_sargeant_quali_2024,2024,Mexico City Grand Prix,ALB,SAR,False,dry,[],[],[],0,,,,,False,,0,
verstappen_perez_quali_2024,2024,São Paulo Grand Prix,VER,PER,True,dry,"['Q1', 'Q2']",['Q2'],"['Q2', 'Q1']",1,,Q2,0.38700000000000045,0.38700000000000045,True,,1,insufficient_matched_pairs
russell_hamilton_quali_2024,2024,São Paulo Grand Prix,RUS,HAM,True,dry,"['Q1', 'Q2']",[],['Q1'],0,,,,,False,,0,
albon_sargeant_quali_2024,2024,São Paulo Grand Prix,ALB,SAR,False,dry,[],[],[],0,,,,,False,,0,
verstappen_perez_quali_2024,2024,Las Vegas Grand Prix,VER,PER,True,dry,['Q1'],['Q1'],['Q1'],3,0.8119999999999976,Q1,0.8559999999999945,1.358000000000004,True,0.8119999999999976,3,
russell_hamilton_quali_2024,2024,Las Vegas Grand Prix,RUS,HAM,True,dry,"['Q1', 'Q2', 'Q3']","['Q1', 'Q2', 'Q3']","['Q3', 'Q2']",4,-0.06400000000000006,Q3,2.8689999999999998,0.25499999999999545,True,-0.064,4,
albon_sargeant_quali_2024,2024,Las Vegas Grand Prix,ALB,SAR,False,dry,[],[],[],0,,,,,False,,0,
verstappen_perez_quali_2024,2024,Qatar Grand Prix,VER,PER,True,dry,"['Q1', 'Q2', 'Q3']","['Q1', 'Q2', 'Q3']","['Q3', 'Q2']",3,0.9050000000000011,Q3,0.9050000000000011,0.9050000000000011,True,0.9050000000000012,3,
russell_hamilton_quali_2024,2024,Qatar Grand Prix,RUS,HAM,True,dry,"['Q1', 'Q2', 'Q3']","['Q1', 'Q2', 'Q3']","['Q3', 'Q2']",5,0.3639999999999901,Q3,0.43599999999999284,0.43599999999999284,True,0.3639999999999901,5,
albon_sargeant_quali_2024,2024,Qatar Grand Prix,ALB,SAR,False,dry,[],[],[],0,,,,,False,,0,
verstappen_perez_quali_2024,2024,Abu Dhabi Grand Prix,VER,PER,True,dry,"['Q1', 'Q2', 'Q3']","['Q1', 'Q2', 'Q3']","['Q3', 'Q2']",3,0.7340000000000089,Q3,0.3190000000000026,0.3190000000000026,True,0.7340000000000089,3,
russell_hamilton_quali_2024,2024,Abu Dhabi Grand Prix,RUS,HAM,True,dry,['Q1'],['Q1'],['Q1'],2,,Q1,0.20900000000000318,0.7549999999999955,False,,0,
albon_sargeant_quali_2024,2024,Abu Dhabi Grand Prix,ALB,SAR,False,dry,[],[],[],0,,,,,False,,0,
