check_id,year,team,race_name,faster_driver,slower_driver,pair_present,target_weather_bucket,current_construct_n_pairs,current_construct_delta_s,valid_reference_laps,valid_comparison_laps,broad_valid_median_delta_s,broad_valid_mean_delta_s,phase5_row_present,phase5_delta_s,phase5_n_matched_pairs,phase5_skip_reason
alonso_stroll_race_2024,2024,Aston Martin,Mexico City Grand Prix,ALO,STR,True,dry,5,,5,51,-0.570999999999998,-0.7473333333333301,False,,0,
albon_sargeant_race_2024,2024,Williams,Mexico City Grand Prix,ALB,SAR,False,dry,0,,0,0,,,False,,0,
verstappen_perez_race_2024,2024,Red Bull Racing,São Paulo Grand Prix,VER,PER,True,dry,16,1.5165000000000006,16,17,1.4484999999999957,1.5952352941176429,True,1.5165000000000006,16,
alonso_stroll_race_2024,2024,Aston Martin,São Paulo Grand Prix,ALO,STR,True,dry,0,,17,0,,,False,,0,
albon_sargeant_race_2024,2024,Williams,São Paulo Grand Prix,ALB,SAR,False,dry,0,,0,0,,,False,,0,
verstappen_perez_race_2024,2024,Red Bull Racing,Las Vegas Grand Prix,VER,PER,True,dry,29,-0.03699999999999193,39,36,0.46349999999999625,0.5050833333333316,True,-0.0369999999999919,29,
alonso_stroll_race_2024,2024,Aston Martin,Las Vegas Grand Prix,ALO,STR,True,dry,26,-0.21099999999999852,38,36,0.1115000000000066,-0.09119883040936827,True,-0.2109999999999985,26,
albon_sargeant_race_2024,2024,Williams,Las Vegas Grand Prix,ALB,SAR,False,dry,0,,0,0,,,False,,0,
verstappen_perez_race_2024,2024,Red Bull Racing,Qatar Grand Prix,VER,PER,True,dry,23,0.8430000000000035,37,27,1.3300000000000125,1.6905445445445366,True,0.8430000000000035,23,
alonso_stroll_race_2024,2024,Aston Martin,Qatar Grand Prix,ALO,STR,True,dry,0,,40,1,4.6785,4.935050000000004,False,,0,
albon_sargeant_race_2024,2024,Williams,Qatar Grand Prix,ALB,SAR,False,dry,0,,0,0,,,False,,0,
verstappen_perez_race_2024,2024,Red Bull Racing,Abu Dhabi Grand Prix,VER,PER,True,dry,0,,48,0,,,False,,0,
alonso_stroll_race_2024,2024,Aston Martin,Abu Dhabi Grand Prix,ALO,STR,True,dry,37,0.4509999999999934,41,44,0.13750000000000284,0.4288708425720671,True,0.4509999999999934,37,
albon_sargeant_race_2024,2024,Williams,Abu Dhabi Grand Prix,ALB,SAR,False,dry,0,,0,0,,,False,,0,
