year,race_name,team,profile,practice_signal,n_sessions
2022,French Grand Prix,Alpine,balanced,0.6080000000000001,3
2022,French Grand Prix,Alpine,long_run,0.43200000000000005,3
2022,French Grand Prix,Alpine,short_run,0.6080000000000001,3
2022,French Grand Prix,Aston Martin,balanced,0.15733333333333335,3
2022,French Grand Prix,Aston Martin,long_run,0.2888888888888889,3
2022,French Grand Prix,Aston Martin,short_run,0.19377777777777777,3
2022,French Grand Prix,Ferrari,balanced,0.4728888888888889,3
2022,French Grand Prix,Ferrari,long_run,0.7875555555555556,3
2022,French Grand Prix,Ferrari,short_run,0.5822222222222222,3
2022,French Grand Prix,Haas F1 Team,balanced,0.39022222222222225,3
2022,French Grand Prix,Haas F1 Team,long_run,0.03022222222222224,3
2022,French Grand Prix,Haas F1 Team,short_run,0.39022222222222225,3
2022,French Grand Prix,McLaren,balanced,0.3795555555555556,3
2022,French Grand Prix,McLaren,long_run,0.4666666666666667,3
2022,French Grand Prix,McLaren,short_run,0.3795555555555556,3
2022,French Grand Prix,Mercedes,balanced,0.3751111111111111,3
2022,French Grand Prix,Mercedes,long_run,0.6524444444444446,3
2022,French Grand Prix,Mercedes,short_run,0.3751111111111111,3
2022,French Grand Prix,Red Bull Racing,balanced,0.7733333333333333,3
2022,French Grand Prix,Red Bull Racing,long_run,0.6444444444444445,3
2022,French Grand Prix,Red Bull Racing,short_run,0.7733333333333333,3
2022,French Grand Prix,Williams,balanced,0.6444444444444445,3
2022,French Grand Prix,Williams,long_run,0.3635555555555556,3
2022,French Grand Prix,Williams,short_run,0.7537777777777779,3
2022,Hungarian Grand Prix,Alfa Romeo,balanced,0.3940740740740741,2
2022,Hungarian Grand Prix,Alfa Romeo,long_run,0.32296296296296295,2
2022,Hungarian Grand Prix,Alfa Romeo,short_run,0.282962962962963,2
2022,Hungarian Grand Prix,AlphaTauri,balanced,0.20148148148148148,2
2022,Hungarian Grand Prix,AlphaTauri,long_run,0.3940740740740741,2
2022,Hungarian Grand Prix,AlphaTauri,short_run,0.4133333333333334,2
2022,Hungarian Grand Prix,Alpine,balanced,0.605925925925926,2
2022,Hungarian Grand Prix,Alpine,long_run,0.605925925925926,2
2022,Hungarian Grand Prix,Alpine,short_run,0.17185185185185184,2
2022,Hungarian Grand Prix,Aston Martin,balanced,0.4859259259259259,2
2022,Hungarian Grand Prix,Aston Martin,long_run,0.7777777777777778,2
2022,Hungarian Grand Prix,Aston Martin,short_run,0.4859259259259259,2
2022,Hungarian Grand Prix,Ferrari,balanced,0.7170370370370373,2
2022,Hungarian Grand Prix,Ferrari,long_run,1.0,2
2022,Hungarian Grand Prix,Ferrari,short_run,0.5451851851851852,2
2022,Hungarian Grand Prix,Haas F1 Team,balanced,0.47555555555555556,2
2022,Hungarian Grand Prix,Haas F1 Team,long_run,0.0,2
2022,Hungarian Grand Prix,Haas F1 Team,short_run,0.7985185185185185,2
2022,Hungarian Grand Prix,McLaren,balanced,0.5244444444444444,2
2022,Hungarian Grand Prix,McLaren,long_run,0.7377777777777778,2
2022,Hungarian Grand Prix,McLaren,short_run,0.40296296296296297,2
2022,Hungarian Grand Prix,Mercedes,balanced,0.6474074074074073,2
2022,Hungarian Grand Prix,Mercedes,long_run,0.23259259259259266,2
2022,Hungarian Grand Prix,Mercedes,short_run,0.5051851851851852,2
2022,Hungarian Grand Prix,Red Bull Racing,balanced,0.5140740740740741,2
2022,Hungarian Grand Prix,Red Bull Racing,long_run,0.7674074074074074,2
2022,Hungarian Grand Prix,Red Bull Racing,short_run,0.8785185185185185,2
2022,Hungarian Grand Prix,Williams,balanced,0.4340740740740741,2
2022,Hungarian Grand Prix,Williams,long_run,0.1614814814814815,2
2022,Hungarian Grand Prix,Williams,short_run,0.5155555555555557,2
2022,Italian Grand Prix,Alfa Romeo,balanced,0.23466666666666666,3
2022,Italian Grand Prix,Alfa Romeo,long_run,0.176,3
2022,Italian Grand Prix,Alfa Romeo,short_run,0.5857777777777778,3
2022,Italian Grand Prix,AlphaTauri,balanced,0.30844444444444447,3
2022,Italian Grand Prix,AlphaTauri,long_run,0.3591111111111111,3
2022,Italian Grand Prix,AlphaTauri,short_run,0.25600000000000006,3
2022,Italian Grand Prix,Alpine,balanced,0.8444444444444444,3
2022,Italian Grand Prix,Alpine,long_run,0.5715555555555556,3
2022,Italian Grand Prix,Alpine,short_run,0.8017777777777779,3
2022,Italian Grand Prix,Aston Martin,balanced,0.3777777777777778,3
2022,Italian Grand Prix,Aston Martin,long_run,0.5777777777777778,3
2022,Italian Grand Prix,Aston Martin,short_run,0.24266666666666667,3
2022,Italian Grand Prix,Ferrari,balanced,0.8648888888888889,3
2022,Italian Grand Prix,Ferrari,long_run,0.8222222222222222,3
2022,Italian Grand Prix,Ferrari,short_run,0.7377777777777778,3
2022,Italian Grand Prix,Haas F1 Team,balanced,0.34755555555555556,3
2022,Italian Grand Prix,Haas F1 Team,long_run,0.2666666666666667,3
2022,Italian Grand Prix,Haas F1 Team,short_run,0.42400000000000004,3
2022,Italian Grand Prix,McLaren,balanced,0.3128888888888889,3
2022,Italian Grand Prix,McLaren,long_run,0.37955555555555553,3
2022,Italian Grand Prix,McLaren,short_run,0.2888888888888889,3
2022,Italian Grand Prix,Mercedes,balanced,0.23644444444444446,3
2022,Italian Grand Prix,Mercedes,long_run,0.5075555555555555,3
2022,Italian Grand Prix,Mercedes,short_run,0.25066666666666665,3
2022,Italian Grand Prix,Red Bull Racing,balanced,0.8666666666666668,3
2022,Italian Grand Prix,Red Bull Racing,long_run,0.8542222222222222,3
